,item,prog_human,mant_human,prot_human,is_prototype,weight,Unnamed: 0,source,paraphrase_0,extract
156,The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities.,0.8928571428571429,0.25,0.25,,1.9302325581395348,21.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""We proposed a new Veterans Jobs Corps to put veterans to work as first responders"",   ""paraphrases"": [     ""The proposal aims to create a program that employs veterans as first responders, providing them with the skills and training necessary to respond to emergencies."",     ""The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities."",     ""The program would provide veterans with the necessary training and support to become effective first responders."",     ""By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities."",     ""The program would also provide veterans with a sense of purpose and belonging within their communities.""   ] } ",The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities.
157,The program would provide veterans with the necessary training and support to become effective first responders.,0.8928571428571429,0.25,0.25,,1.9302325581395348,21.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""We proposed a new Veterans Jobs Corps to put veterans to work as first responders"",   ""paraphrases"": [     ""The proposal aims to create a program that employs veterans as first responders, providing them with the skills and training necessary to respond to emergencies."",     ""The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities."",     ""The program would provide veterans with the necessary training and support to become effective first responders."",     ""By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities."",     ""The program would also provide veterans with a sense of purpose and belonging within their communities.""   ] } ",The program would provide veterans with the necessary training and support to become effective first responders.
158,"By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities.",0.8928571428571429,0.25,0.25,,1.9302325581395348,21.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""We proposed a new Veterans Jobs Corps to put veterans to work as first responders"",   ""paraphrases"": [     ""The proposal aims to create a program that employs veterans as first responders, providing them with the skills and training necessary to respond to emergencies."",     ""The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities."",     ""The program would provide veterans with the necessary training and support to become effective first responders."",     ""By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities."",     ""The program would also provide veterans with a sense of purpose and belonging within their communities.""   ] } ","By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities."
159,The program would also provide veterans with a sense of purpose and belonging within their communities.,0.8928571428571429,0.25,0.25,,1.9302325581395348,21.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""We proposed a new Veterans Jobs Corps to put veterans to work as first responders"",   ""paraphrases"": [     ""The proposal aims to create a program that employs veterans as first responders, providing them with the skills and training necessary to respond to emergencies."",     ""The Veterans Jobs Corps would offer veterans the opportunity to earn income while contributing to their communities."",     ""The program would provide veterans with the necessary training and support to become effective first responders."",     ""By placing veterans in high-demand positions, the Veterans Jobs Corps would help to strengthen the safety and security of our communities."",     ""The program would also provide veterans with a sense of purpose and belonging within their communities.""   ] } ",The program would also provide veterans with a sense of purpose and belonging within their communities.
160,Our reliance on foreign fertilizer imports could jeopardize our food security.,0.5714285714285714,0.3928571428571428,0.9285714285714286,,1.9302325581395348,119.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Our reliance on foreign fertilizer imports could jeopardize our food security."",     ""We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability."",     ""The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence."",     ""Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security."",     ""Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.""   ] } ",Our reliance on foreign fertilizer imports could jeopardize our food security.
161,We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability.,0.5714285714285714,0.3928571428571428,0.9285714285714286,,1.9302325581395348,119.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Our reliance on foreign fertilizer imports could jeopardize our food security."",     ""We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability."",     ""The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence."",     ""Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security."",     ""Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.""   ] } ",We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability.
162,The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence.,0.5714285714285714,0.3928571428571428,0.9285714285714286,,1.9302325581395348,119.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Our reliance on foreign fertilizer imports could jeopardize our food security."",     ""We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability."",     ""The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence."",     ""Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security."",     ""Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.""   ] } ",The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence.
163,Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security.,0.5714285714285714,0.3928571428571428,0.9285714285714286,,1.9302325581395348,119.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Our reliance on foreign fertilizer imports could jeopardize our food security."",     ""We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability."",     ""The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence."",     ""Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security."",     ""Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.""   ] } ",Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security.
164,Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.,0.5714285714285714,0.3928571428571428,0.9285714285714286,,1.9302325581395348,119.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Our reliance on foreign fertilizer imports could jeopardize our food security."",     ""We strongly advocate for the cultivation of domestic fertilizer production to ensure food sustainability."",     ""The promotion of domestic fertilizer production is crucial to mitigate the risks associated with foreign dependence."",     ""Enhancing domestic fertilizer production is essential to reduce our reliance on imported resources and ensure food security."",     ""Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.""   ] } ",Investing in domestic fertilizer research and development is a vital step to mitigate the potential impacts of foreign fertilizer shortages.
165,"We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.",0.7142857142857143,0.4285714285714285,0.3928571428571428,,1.9302325581395348,130.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.""     ""The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.""     ""The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.""     ""The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.""     ""The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.""   ] } ","We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities."
166,The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.,0.7142857142857143,0.4285714285714285,0.3928571428571428,,1.9302325581395348,130.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.""     ""The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.""     ""The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.""     ""The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.""     ""The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.""   ] } ",The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.
167,The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.,0.7142857142857143,0.4285714285714285,0.3928571428571428,,1.9302325581395348,130.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.""     ""The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.""     ""The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.""     ""The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.""     ""The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.""   ] } ",The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.
168,The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.,0.7142857142857143,0.4285714285714285,0.3928571428571428,,1.9302325581395348,130.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.""     ""The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.""     ""The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.""     ""The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.""     ""The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.""   ] } ",The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.
169,"The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.",0.7142857142857143,0.4285714285714285,0.3928571428571428,,1.9302325581395348,130.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We provided 18 small-business tax credits to stimulate hiring and investment in machinery and equipment, ultimately creating more job opportunities.""     ""The government offered significant tax relief to small businesses to encourage them to create jobs and invest in their operations.""     ""The tax cuts aimed to provide a much-needed boost to the economy by supporting small businesses and stimulating hiring initiatives.""     ""The tax relief program offered by the government aimed to create a more favorable environment for small businesses to thrive and expand their operations.""     ""The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries.""   ] } ","The tax cuts were designed to create a ripple effect throughout the economy, stimulating hiring and investment across various industries."
170,"The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide.",0.3928571428571428,0.8571428571428571,0.5714285714285714,,1.9302325581395348,39.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."",     ""The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history."",     ""The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world."",     ""The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world."",     ""The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.""   ] } ","The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."
171,The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history.,0.3928571428571428,0.8571428571428571,0.5714285714285714,,1.9302325581395348,39.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."",     ""The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history."",     ""The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world."",     ""The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world."",     ""The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.""   ] } ",The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history.
172,The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world.,0.3928571428571428,0.8571428571428571,0.5714285714285714,,1.9302325581395348,39.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."",     ""The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history."",     ""The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world."",     ""The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world."",     ""The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.""   ] } ",The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world.
173,The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world.,0.3928571428571428,0.8571428571428571,0.5714285714285714,,1.9302325581395348,39.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."",     ""The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history."",     ""The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world."",     ""The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world."",     ""The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.""   ] } ",The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world.
174,The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.,0.3928571428571428,0.8571428571428571,0.5714285714285714,,1.9302325581395348,39.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The West has been a bastion of democracy and freedom, offering solace and inspiration to those struggling for equality and justice worldwide."",     ""The West's unwavering commitment to democracy and freedom has been a beacon of hope for countless individuals and communities throughout history."",     ""The West's rich history of democracy and freedom has been a source of inspiration and guidance for people around the world."",     ""The West's dedication to democracy and freedom has been a cornerstone of peace and stability in the world."",     ""The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.""   ] } ",The West's commitment to democracy and freedom has been a source of strength and resilience for those who have faced oppression and injustice.
175,We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit.,0.7142857142857143,0.6428571428571429,0.3928571428571428,,1.9302325581395348,133.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit."",     ""The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth."",     ""We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment."",     ""We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development."",     ""We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.""   ] } ",We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit.
176,The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth.,0.7142857142857143,0.6428571428571429,0.3928571428571428,,1.9302325581395348,133.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit."",     ""The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth."",     ""We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment."",     ""We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development."",     ""We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.""   ] } ",The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth.
177,We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment.,0.7142857142857143,0.6428571428571429,0.3928571428571428,,1.9302325581395348,133.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit."",     ""The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth."",     ""We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment."",     ""We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development."",     ""We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.""   ] } ",We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment.
178,We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development.,0.7142857142857143,0.6428571428571429,0.3928571428571428,,1.9302325581395348,133.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit."",     ""The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth."",     ""We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment."",     ""We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development."",     ""We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.""   ] } ",We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development.
179,We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.,0.7142857142857143,0.6428571428571429,0.3928571428571428,,1.9302325581395348,133.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We strongly advocate for the permanent extension of the Research and Experimentation Tax Credit."",     ""The Research and Experimentation Tax Credit should be made permanent to encourage innovation and economic growth."",     ""We believe that the Research and Experimentation Tax Credit is an essential tool for fostering innovation and attracting foreign direct investment."",     ""We strongly support the continuation of the Research and Experimentation Tax Credit to support scientific research and development."",     ""We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.""   ] } ",We urge policymakers to prioritize the Research and Experimentation Tax Credit and ensure its long-term availability.
180,The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO.,0.5,1.0,0.4642857142857143,,1.9302325581395348,5.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO."",     ""The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."",     ""The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies."",     ""The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."",     ""The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.""   ] } ",The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO.
181,"The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO.",0.5,1.0,0.4642857142857143,,1.9302325581395348,5.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO."",     ""The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."",     ""The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies."",     ""The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."",     ""The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.""   ] } ","The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."
182,The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies.,0.5,1.0,0.4642857142857143,,1.9302325581395348,5.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO."",     ""The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."",     ""The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies."",     ""The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."",     ""The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.""   ] } ",The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies.
183,"The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments.",0.5,1.0,0.4642857142857143,,1.9302325581395348,5.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO."",     ""The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."",     ""The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies."",     ""The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."",     ""The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.""   ] } ","The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."
184,The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.,0.5,1.0,0.4642857142857143,,1.9302325581395348,5.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The United States will continue to play a significant role in the defense of Europe through its Article 5 commitments to NATO."",     ""The presence of U.S. forces in Europe will undoubtedly shape the security landscape, but the United States will remain committed to its collective security commitments to NATO."",     ""The United States will maintain its Article 5 commitments to NATO and leverage its military capabilities to ensure the security of its allies."",     ""The United States' presence in Europe will undoubtedly have an impact on the security of the region, but it will continue to play a vital role in defending its allies through its Article 5 commitments."",     ""The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.""   ] } ",The United States' commitment to NATO and its high-end military capabilities will continue to be essential for ensuring the security of Europe.
185,"Our vision for rural America is one of vibrant growth and prosperity, where economic opportunities are accessible to all. However, our opponents' budget threatens to dismantle these economic engines, leaving rural communities vulnerable to economic hardship and job loss.",0.4642857142857143,0.6428571428571429,1.0,,1.9302325581395348,6.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Our vision for rural America stands in stark contrast to our opponents' who have introduced a budget that would gut rural economic programs that invest in education, clean energy, infrastructure, and health care, undermining job growth and economic development in rural America. They would severely weaken the farm safety net for family farmers in times of natural disaster and economic hardship."",   ""paraphrases"": [     ""Our vision for rural America is one of vibrant growth and prosperity, where economic opportunities are accessible to all. However, our opponents' budget threatens to dismantle these economic engines, leaving rural communities vulnerable to economic hardship and job loss."",     ""Rural America's economic future hangs in the balance as our opponents push through a budget that prioritizes corporate interests over the needs of our communities. This would be a devastating blow to rural jobs, infrastructure, and the overall well-being of rural residents."",     ""The proposed budget is a slap in the face to rural America, as it seeks to dismantle the very programs that have sustained our communities for generations. It is a reckless attempt to undermine the economic vitality of rural America."",     ""Our vision for rural America is one where every resident has the opportunity to reach their full potential, regardless of their background. However, the proposed budget would create a stark divide between rural communities and the rest of the country, leaving rural residents behind."",     ""Rural America is a tapestry of diverse communities, each with unique strengths and contributions. Our opponents' budget would be like a knife twisting the fabric of this tapestry, tearing apart the very foundations on which our rural communities thrive.""   ] } ","Our vision for rural America is one of vibrant growth and prosperity, where economic opportunities are accessible to all. However, our opponents' budget threatens to dismantle these economic engines, leaving rural communities vulnerable to economic hardship and job loss."
186,"Rural America's economic future hangs in the balance as our opponents push through a budget that prioritizes corporate interests over the needs of our communities. This would be a devastating blow to rural jobs, infrastructure, and the overall well-being of rural residents.",0.4642857142857143,0.6428571428571429,1.0,,1.9302325581395348,6.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Our vision for rural America stands in stark contrast to our opponents' who have introduced a budget that would gut rural economic programs that invest in education, clean energy, infrastructure, and health care, undermining job growth and economic development in rural America. They would severely weaken the farm safety net for family farmers in times of natural disaster and economic hardship."",   ""paraphrases"": [     ""Our vision for rural America is one of vibrant growth and prosperity, where economic opportunities are accessible to all. However, our opponents' budget threatens to dismantle these economic engines, leaving rural communities vulnerable to economic hardship and job loss."",     ""Rural America's economic future hangs in the balance as our opponents push through a budget that prioritizes corporate interests over the needs of our communities. This would be a devastating blow to rural jobs, infrastructure, and the overall well-being of rural residents."",     ""The proposed budget is a slap in the face to rural America, as it seeks to dismantle the very programs that have sustained our communities for generations. It is a reckless attempt to undermine the economic vitality of rural America."",     ""Our vision for rural America is one where every resident has the opportunity to reach their full potential, regardless of their background. However, the proposed budget would create a stark divide between rural communities and the rest of the country, leaving rural residents behind."",     ""Rural America is a tapestry of diverse communities, each with unique strengths and contributions. Our opponents' budget would be like a knife twisting the fabric of this tapestry, tearing apart the very foundations on which our rural communities thrive.""   ] } ","Rural America's economic future hangs in the balance as our opponents push through a budget that prioritizes corporate interests over the needs of our communities. This would be a devastating blow to rural jobs, infrastructure, and the overall well-being of rural residents."
187,"The proposed budget is a slap in the face to rural America, as it seeks to dismantle the very programs that have sustained our communities for generations. It is a reckless attempt to undermine the economic vitality of rural America.",0.4642857142857143,0.6428571428571429,1.0,,1.9302325581395348,6.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Our vision for rural America stands in stark contrast to our opponents' who have introduced a budget that would gut rural economic programs that invest in education, clean energy, infrastructure, and health care, undermining job growth and economic development in rural America. They would severely weaken the farm safety net for family farmers in times of natural disaster and economic hardship."",   ""paraphrases"": [     ""Our vision for rural America is one of vibrant growth and prosperity, where economic opportunities are accessible to all. However, our opponents' budget threatens to dismantle these economic engines, leaving rural communities vulnerable to economic hardship and job loss."",     ""Rural America's economic future hangs in the balance as our opponents push through a budget that prioritizes corporate interests over the needs of our communities. This would be a devastating blow to rural jobs, infrastructure, and the overall well-being of rural residents."",     ""The proposed budget is a slap in the face to rural America, as it seeks to dismantle the very programs that have sustained our communities for generations. It is a reckless attempt to undermine the economic vitality of rural America."",     ""Our vision for rural America is one where every resident has the opportunity to reach their full potential, regardless of their background. However, the proposed budget would create a stark divide between rural communities and the rest of the country, leaving rural residents behind."",     ""Rural America is a tapestry of diverse communities, each with unique strengths and contributions. Our opponents' budget would be like a knife twisting the fabric of this tapestry, tearing apart the very foundations on which our rural communities thrive.""   ] } ","The proposed budget is a slap in the face to rural America, as it seeks to dismantle the very programs that have sustained our communities for generations. It is a reckless attempt to undermine the economic vitality of rural America."
